Date,SMA
2022-02-16,169.5815
2022-02-15,169.8445
2022-02-14,170.1218
2022-02-11,170.375
2022-02-10,169.7028
2022-02-09,168.532
2022-02-08,167.2765
2022-02-07,166.0018
2022-02-04,164.7182
2022-02-03,163.9826
2022-02-02,163.2455
2022-02-01,162.7791
2022-01-31,162.5334
2022-01-28,162.6494
2022-01-27,163.6391
2022-01-26,164.9827
2022-01-25,165.8495
2022-01-24,166.8422
2022-01-21,168.1071
2022-01-20,168.9214
2022-01-19,170.1627
2022-01-18,171.404
2022-01-14,172.0251
2022-01-13,172.6881
2022-01-12,173.0507
2022-01-11,173.3662
2022-01-10,174.1368
2022-01-07,174.9235
2022-01-06,175.2144
2022-01-05,175.2478
2022-01-04,174.4562
2022-01-03,173.0458
2021-12-31,172.2694
2021-12-30,172.3868
2021-12-29,171.9583
2021-12-28,171.5573
2021-12-27,171.6512
2021-12-23,171.4664
2021-12-22,171.374
2021-12-21,171.2841
2021-12-20,171.0408
2021-12-17,170.6487
2021-12-16,170.0678
2021-12-15,168.0486
2021-12-14,167.2987
2021-12-13,165.7984
2021-12-10,163.6612
2021-12-09,162.1241
2021-12-08,160.7324
2021-12-07,159.6508
2021-12-06,158.9235
2021-12-03,158.2709
2021-12-02,157.2576
2021-12-01,156.4969
2021-11-30,154.773
2021-11-29,153.828
2021-11-26,152.7528
2021-11-24,151.7105
2021-11-23,150.6559
2021-11-22,149.5827
2021-11-19,148.5733
2021-11-18,148.0072
2021-11-17,147.7762
2021-11-16,147.6953
2021-11-15,147.5483
2021-11-12,147.3909
2021-11-11,147.2504
2021-11-10,147.3136
2021-11-09,147.2274
2021-11-08,147.1206
2021-11-05,146.831
2021-11-04,146.5935
2021-11-03,146.3216
2021-11-02,146.1558
2021-11-01,145.9938
2021-10-29,145.4501
2021-10-28,145.112
2021-10-27,144.3554
2021-10-26,143.558
2021-10-25,142.9593
2021-10-22,142.3302
2021-10-21,141.7748
2021-10-20,141.2105
2021-10-19,140.3046
2021-10-18,139.5666
2021-10-15,139.4012
2021-10-14,139.2177
2021-10-13,139.3698
2021-10-12,139.491
2021-10-11,139.493
2021-10-08,139.807
2021-10-07,139.967
2021-10-06,140.3193
2021-10-05,140.8081
2021-10-04,141.2438
2021-10-01,141.444
2021-09-30,142.1232
2021-09-29,142.5923
2021-09-28,143.1899
2021-09-27,143.8867
2021-09-24,144.3932
2021-09-23,145.3098
2021-09-22,146.1773
2021-09-21,147.407
2021-09-20,148.4905
2021-09-17,149.468
2021-09-16,149.9636
2021-09-15,150.3944
2021-09-14,150.7968
2021-09-13,150.6643
2021-09-10,150.3552
2021-09-09,149.7026
2021-09-08,149.1451
2021-09-07,148.4061
2021-09-03,147.7525
2021-09-02,147.1323
2021-09-01,146.2647
2021-08-31,145.9673
2021-08-30,145.7288
2021-08-27,145.6832
2021-08-26,145.8294
2021-08-25,145.6175
2021-08-24,145.2484
2021-08-23,144.953
2021-08-20,144.746
2021-08-19,144.639
2021-08-18,144.8087
2021-08-17,144.5387
2021-08-16,144.0834
2021-08-13,143.8483
2021-08-12,143.3766
2021-08-11,143.2075
2021-08-10,143.0645
2021-08-09,143.3055
2021-08-06,143.4868
2021-08-05,143.5828
2021-08-04,143.4804
2021-08-03,143.3099
2021-08-02,143.0796
2021-07-30,142.8238
2021-07-29,143.2236
2021-07-28,143.67
2021-07-27,143.9924
2021-07-26,143.4936
2021-07-23,143.2917
2021-07-22,142.8214
2021-07-21,142.3946
2021-07-20,142.1991
2021-07-19,141.8669
2021-07-16,141.2936
2021-07-15,140.1314
2021-07-14,138.8507
2021-07-13,137.5474
2021-07-12,136.5067
2021-07-09,135.2573
2021-07-08,134.4439
2021-07-07,133.6786
2021-07-06,132.561
2021-07-02,131.6036
2021-07-01,130.899
2021-06-30,130.2327
2021-06-29,129.6643
2021-06-28,129.1881
2021-06-25,128.6403
