Date,SMA
2022-05-09,273.7125
2022-05-06,274.0273
2022-05-05,274.6975
2022-05-04,274.9938
2022-05-03,275.6576
2022-05-02,275.2112
2022-04-29,275.3281
2022-04-28,275.2774
2022-04-27,275.0381
2022-04-26,275.7336
2022-04-25,277.1265
2022-04-22,279.7729
2022-04-21,281.2331
2022-04-20,282.8521
2022-04-19,285.1788
2022-04-18,288.1723
2022-04-14,291.1413
2022-04-13,293.6571
2022-04-12,296.6817
2022-04-11,299.0869
2022-04-08,300.3092
2022-04-07,300.7761
2022-04-06,301.0178
2022-04-05,300.5617
2022-04-04,299.2487
2022-04-01,298.157
2022-03-31,296.7924
2022-03-30,294.7834
2022-03-29,292.3807
2022-03-28,289.1095
2022-03-25,286.7711
2022-03-24,285.0877
2022-03-23,283.5164
2022-03-22,281.8525
2022-03-21,279.7081
2022-03-18,278.6983
2022-03-17,278.593
2022-03-16,279.5288
2022-03-15,280.138
2022-03-14,281.7024
2022-03-11,283.0641
2022-03-10,283.764
2022-03-09,282.7395
2022-03-08,283.3965
2022-03-07,284.0983
2022-03-04,284.5389
2022-03-03,284.7407
2022-03-02,284.2996
2022-03-01,284.6923
2022-02-28,284.3768
2022-02-25,285.1813
2022-02-24,285.9876
2022-02-23,289.5663
2022-02-22,290.5847
2022-02-18,292.5865
2022-02-17,293.224
2022-02-16,294.4415
2022-02-15,295.4772
2022-02-14,296.489
2022-02-11,297.9656
2022-02-10,297.6777
2022-02-09,297.5435
2022-02-08,297.3606
2022-02-07,296.4141
2022-02-04,295.0552
2022-02-03,295.296
2022-02-02,295.2551
2022-02-01,294.9302
2022-01-31,294.3135
2022-01-28,293.8564
2022-01-27,295.8247
2022-01-26,297.4794
2022-01-25,298.0041
2022-01-24,299.7516
2022-01-21,301.8868
2022-01-20,302.9047
2022-01-19,304.5379
2022-01-18,307.3141
2022-01-14,310.3568
2022-01-13,313.6893
2022-01-12,315.7753
2022-01-11,317.8793
2022-01-10,320.7751
2022-01-07,323.3017
2022-01-06,325.111
2022-01-05,326.5847
2022-01-04,326.3347
2022-01-03,324.897
2021-12-31,323.4895
2021-12-30,323.2171
2021-12-29,321.9234
2021-12-28,321.1374
2021-12-27,320.8971
2021-12-23,320.8505
2021-12-22,321.0119
2021-12-21,321.6938
2021-12-20,322.506
2021-12-17,322.8854
2021-12-16,323.9661
2021-12-15,323.4398
2021-12-14,324.0741
2021-12-13,324.2783
2021-12-10,323.72
2021-12-09,323.6587
2021-12-08,323.8406
2021-12-07,324.0099
2021-12-06,325.2725
2021-12-03,327.0905
2021-12-02,327.6926
2021-12-01,328.533
2021-11-30,328.5269
2021-11-29,328.683
2021-11-26,328.5245
2021-11-24,328.1641
2021-11-23,327.9384
2021-11-22,327.8841
2021-11-19,327.1122
2021-11-18,326.6504
2021-11-17,326.0767
2021-11-16,325.5272
2021-11-15,325.0058
2021-11-12,324.4053
2021-11-11,323.4547
2021-11-10,322.7823
2021-11-09,320.9793
2021-11-08,318.4444
2021-11-05,315.7316
2021-11-04,313.0022
2021-11-03,310.505
2021-11-02,308.1077
2021-11-01,305.9753
2021-10-29,303.2775
2021-10-28,301.1618
2021-10-27,298.7233
2021-10-26,296.6755
2021-10-25,295.155
2021-10-22,293.5588
2021-10-21,292.1819
2021-10-20,291.0172
2021-10-19,288.7423
2021-10-18,286.3827
2021-10-15,284.8127
2021-10-14,282.8496
2021-10-13,281.5388
2021-10-12,280.5863
2021-10-11,280.0479
2021-10-08,280.3605
2021-10-07,280.5558
2021-10-06,280.9121
2021-10-05,281.9748
2021-10-04,283.1054
2021-10-01,283.9724
2021-09-30,286.1132
2021-09-29,287.8658
2021-09-28,289.629
2021-09-27,290.5772
2021-09-24,290.7141
2021-09-23,290.732
2021-09-22,290.9238
2021-09-21,291.2204
2021-09-20,291.7365
2021-09-17,292.1889
2021-09-16,291.9977
2021-09-15,291.9108
2021-09-14,292.0234
2021-09-13,292.1744
2021-09-10,292.3139
2021-09-09,292.5639
2021-09-08,292.9018
2021-09-07,293.4106
2021-09-03,293.6281
2021-09-02,293.5048
2021-09-01,292.1934
2021-08-31,291.1423
2021-08-30,289.9197
2021-08-27,289.0955
2021-08-26,288.1183
2021-08-25,286.6706
2021-08-24,284.9576
2021-08-23,283.3288
2021-08-20,281.9644
2021-08-19,280.8217
2021-08-18,280.592
2021-08-17,279.9735
2021-08-16,279.298
2021-08-13,278.6362
2021-08-12,278.2185
2021-08-11,278.1802
2021-08-10,278.3527
2021-08-09,278.4138
2021-08-06,278.3411
2021-08-05,278.2311
2021-08-04,277.9365
2021-08-03,277.2276
2021-08-02,276.5114
2021-07-30,275.7918
2021-07-29,275.4913
2021-07-28,275.0809
2021-07-27,274.437
2021-07-26,273.2828
2021-07-23,272.3289
2021-07-22,271.2
2021-07-21,270.5274
2021-07-20,270.5754
2021-07-19,270.5754
2021-07-16,269.9829
2021-07-15,268.7755
2021-07-14,267.6794
2021-07-13,266.3731
2021-07-12,265.2746
2021-07-09,264.0219
2021-07-08,263.0955
2021-07-07,262.0382
2021-07-06,260.4218
2021-07-02,258.6571
2021-07-01,257.3788
2021-06-30,256.0662
2021-06-29,254.9721
2021-06-28,254.0912
2021-06-25,253.2883
2021-06-24,252.4893
2021-06-23,251.339
2021-06-22,250.1587
2021-06-21,249.4261
2021-06-18,248.4725
2021-06-17,247.3222
2021-06-16,246.2712
2021-06-15,245.1786
2021-06-14,244.3505
2021-06-11,243.6813
2021-06-10,243.0209
2021-06-09,242.7437
2021-06-08,242.546
2021-06-07,241.8313
2021-06-04,241.5972
2021-06-03,241.229
2021-06-02,240.6562
2021-06-01,240.4216
2021-05-28,239.9132
2021-05-27,239.3333
2021-05-26,238.3714
2021-05-25,237.4196
2021-05-24,236.6655
2021-05-21,236.9086
2021-05-20,237.2968
2021-05-19,237.4832
2021-05-18,238.3726
2021-05-17,238.827
2021-05-14,239.4893
2021-05-13,239.892
2021-05-12,241.2128
2021-05-11,242.5579
2021-05-10,244.205
2021-05-07,245.2482
2021-05-06,245.8022
2021-05-05,247.1326
2021-05-04,248.0879
2021-05-03,248.7502
2021-04-30,249.4067
2021-04-29,250.3474
2021-04-28,250.5863
2021-04-27,250.7214
2021-04-26,250.303
2021-04-23,249.631
2021-04-22,249.1466
2021-04-21,248.4273
2021-04-20,247.3512
2021-04-19,246.364
2021-04-16,244.6788
2021-04-15,242.6484
2021-04-14,240.2292
2021-04-13,237.9136
2021-04-12,235.9153
2021-04-09,233.6761
2021-04-08,231.9773
2021-04-07,230.5343
2021-04-06,229.536
2021-04-05,227.8595
2021-04-01,226.7244
2021-03-31,226.153
2021-03-30,226.4663
2021-03-29,226.7326
2021-03-26,226.575
2021-03-25,226.8129
2021-03-24,226.78
2021-03-23,226.6983
2021-03-22,226.2531
2021-03-19,226.3594
2021-03-18,226.2141
2021-03-17,225.6509
2021-03-16,225.2646
2021-03-15,225.3352
2021-03-12,225.4261
2021-03-11,225.1858
2021-03-10,224.9073
2021-03-09,224.2315
2021-03-08,223.9845
2021-03-05,224.5694
2021-03-04,225.9456
2021-03-03,227.4022
2021-03-02,228.2883
2021-03-01,229.0095
2021-02-26,229.7322
2021-02-25,230.9597
2021-02-24,232.1547
2021-02-23,233.2478
2021-02-22,234.434
2021-02-19,234.8455
2021-02-18,234.6864
2021-02-17,234.4178
2021-02-16,234.3625
2021-02-12,233.4008
2021-02-11,232.6345
2021-02-10,231.75
2021-02-09,231.0747
2021-02-08,230.1091
2021-02-05,228.7557
2021-02-04,227.2943
2021-02-03,225.5618
2021-02-02,223.4521
2021-02-01,220.7945
2021-01-29,218.7167
2021-01-28,216.7797
2021-01-27,214.697
2021-01-26,212.623
2021-01-25,211.3313
2021-01-22,210.3243
2021-01-21,209.0664
2021-01-20,207.8577
2021-01-19,207.8152
2021-01-15,208.6622
2021-01-14,209.4513
2021-01-13,210.3503
2021-01-12,211.5358
2021-01-11,212.3027
2021-01-08,212.5873
2021-01-07,213.0146
2021-01-06,213.8491
2021-01-05,214.368
2021-01-04,214.4963
2020-12-31,214.2397
2020-12-30,213.5693
2020-12-29,212.5984
2020-12-28,211.3241
2020-12-24,209.935
2020-12-23,209.0041
2020-12-22,208.2372
2020-12-21,207.3961
2020-12-18,207.0893
2020-12-17,206.6678
2020-12-16,206.1604
2020-12-15,206.1729
2020-12-14,206.1097
2020-12-11,206.2062
2020-12-10,206.6692
2020-12-09,206.9914
2020-12-08,206.4541
2020-12-07,206.1628
2020-12-04,205.9535
2020-12-03,205.6795
2020-12-02,205.5869
2020-12-01,205.6494
2020-11-30,205.6293
2020-11-27,205.7921
2020-11-25,205.9643
2020-11-24,205.6477
2020-11-23,206.0666
2020-11-20,207.3101
2020-11-19,208.2238
2020-11-18,209.1955
2020-11-17,209.1765
2020-11-16,208.0018
2020-11-13,206.9839
2020-11-12,205.7467
2020-11-11,204.4825
2020-11-10,204.0284
2020-11-09,203.7484
2020-11-06,202.73
2020-11-05,202.0344
2020-11-04,201.2542
2020-11-03,201.1676
2020-11-02,202.3135
2020-10-30,203.8648
2020-10-29,205.4667
2020-10-28,206.7203
2020-10-27,208.1952
2020-10-26,209.266
2020-10-23,209.7413
2020-10-22,209.3757
2020-10-21,209.0466
2020-10-20,208.4636
2020-10-19,207.7921
2020-10-16,206.5226
2020-10-15,205.3537
2020-10-14,205.0063
2020-10-13,203.5372
2020-10-12,202.2509
2020-10-09,201.4899
2020-10-08,200.751
2020-10-07,199.7254
2020-10-06,199.8062
2020-10-05,199.4445
2020-10-02,198.4795
2020-10-01,197.9792
2020-09-30,196.6862
2020-09-29,196.9642
2020-09-28,196.8747
2020-09-25,196.2359
2020-09-24,196.5871
2020-09-23,197.8907
2020-09-22,197.8619
2020-09-21,198.0004
2020-09-18,199.7235
2020-09-17,202.2702
2020-09-16,204.9563
2020-09-15,206.3889
2020-09-14,208.1764
2020-09-11,210.4797
2020-09-10,211.9892
2020-09-09,212.4202
2020-09-08,212.9494
2020-09-04,213.7469
2020-09-03,213.6276
2020-09-02,211.7294
2020-09-01,210.1439
2020-08-31,208.6536
2020-08-28,206.9306
2020-08-27,205.0135
2020-08-26,203.6706
2020-08-25,202.4114
2020-08-24,201.7911
2020-08-21,201.4415
2020-08-20,201.4866
2020-08-19,201.7064
2020-08-18,201.9843
2020-08-17,202.3337
2020-08-14,202.518
2020-08-13,202.0995
2020-08-12,201.2895
2020-08-11,201.0217
2020-08-10,200.6815
2020-08-07,199.7025
2020-08-06,198.3176
2020-08-05,197.8233
2020-08-04,197.2762
2020-08-03,197.2273
2020-07-31,196.6015
2020-07-30,196.6082
2020-07-29,197.0305
2020-07-28,197.7081
2020-07-27,197.95
2020-07-24,199.1986
2020-07-23,200.4655
2020-07-22,201.3427
2020-07-21,201.4262
2020-07-20,201.1181
2020-07-17,201.4857
2020-07-16,201.6019
2020-07-15,201.385
2020-07-14,200.264
