Date,EMA
2020-11-16,207.1607
2020-11-13,207.2576
2020-11-12,207.0575
2020-11-11,206.6311
2020-11-10,207.1406
2020-11-09,207.3121
2020-11-06,205.3977
2020-11-05,203.5228
2020-11-04,201.2784
2020-11-03,200.2498
2020-11-02,201.1585
2020-10-30,202.1835
2020-10-29,203.6053
2020-10-28,205.2211
2020-10-27,206.4263
2020-10-26,207.0613
2020-10-23,207.3542
2020-10-22,207.4599
2020-10-21,207.8243
2020-10-20,208.4428
2020-10-19,208.6257
2020-10-16,207.8627
2020-10-15,206.9867
2020-10-14,206.5682
2020-10-13,204.7952
2020-10-12,202.6882
2020-10-09,200.9531
2020-10-08,200.4488
2020-10-07,199.9863
2020-10-06,200.1586
2020-10-05,199.993
2020-10-02,200.1326
2020-10-01,200.1365
2020-09-30,198.9675
2020-09-29,198.7703
2020-09-28,198.1828
2020-09-25,197.1376
2020-09-24,197.4274
2020-09-23,198.5726
2020-09-22,198.2512
2020-09-21,198.4656
2020-09-18,200.4102
2020-09-17,201.5875
2020-09-16,203.6144
2020-09-15,203.8319
2020-09-14,204.568
2020-09-11,206.3614
2020-09-10,207.9206
2020-09-09,208.5006
2020-09-08,210.4496
2020-09-04,213.0668
2020-09-03,214.427
2020-09-02,213.06
2020-09-01,211.6671
2020-08-31,210.4906
2020-08-28,208.7341
2020-08-27,206.335
2020-08-26,204.5337
2020-08-25,203.4033
2020-08-24,203.0436
2020-08-21,202.2427
2020-08-20,201.4627
2020-08-19,201.4329
2020-08-18,200.9796
2020-08-17,200.74
2020-08-14,200.6456
2020-08-13,200.7093
2020-08-12,200.6421
2020-08-11,201.4451
2020-08-10,202.0287
2020-08-07,201.7791
2020-08-06,200.7958
2020-08-05,200.1294
2020-08-04,198.7688
2020-08-03,197.2616
2020-07-31,195.9847
2020-07-30,195.9425
2020-07-29,196.6161
2020-07-28,197.1195
2020-07-27,197.498
2020-07-24,198.417
2020-07-23,199.7643
2020-07-22,199.9669
2020-07-21,199.786
2020-07-20,198.6136
2020-07-17,199.0276
2020-07-16,199.6468
2020-07-15,200.2051
